{'loss': 6.335, 'learning_rate': 9.997076023391814e-05, 'epoch': 0.0}
{'loss': 0.456, 'learning_rate': 9.046783625730994e-05, 'epoch': 0.95}
{'loss': 0.4408, 'learning_rate': 9.043859649122808e-05, 'epoch': 0.96}
{'loss': 0.4488, 'learning_rate': 9.04093567251462e-05, 'epoch': 0.96}
{'loss': 0.3825, 'learning_rate': 9.038011695906433e-05, 'epoch': 0.96}
{'loss': 0.4269, 'learning_rate': 9.035087719298246e-05, 'epoch': 0.96}
{'loss': 0.4928, 'learning_rate': 9.032163742690059e-05, 'epoch': 0.97}
{'loss': 0.4298, 'learning_rate': 9.029239766081871e-05, 'epoch': 0.97}
{'loss': 0.4366, 'learning_rate': 9.026315789473685e-05, 'epoch': 0.97}
{'loss': 0.4665, 'learning_rate': 9.023391812865497e-05, 'epoch': 0.98}
{'loss': 0.4421, 'learning_rate': 9.02046783625731e-05, 'epoch': 0.98}
{'loss': 0.4744, 'learning_rate': 9.017543859649123e-05, 'epoch': 0.98}
{'loss': 0.4506, 'learning_rate': 9.014619883040936e-05, 'epoch': 0.98}
{'loss': 0.4, 'learning_rate': 9.011695906432748e-05, 'epoch': 0.99}
{'loss': 0.4656, 'learning_rate': 9.008771929824562e-05, 'epoch': 0.99}
{'loss': 0.451, 'learning_rate': 9.005847953216374e-05, 'epoch': 0.99}
{'loss': 0.4922, 'learning_rate': 9.002923976608187e-05, 'epoch': 1.0}
{'loss': 0.4131, 'learning_rate': 9e-05, 'epoch': 1.0}
{'loss': 0.3951, 'learning_rate': 8.997076023391813e-05, 'epoch': 1.0}
{'loss': 0.3749, 'learning_rate': 8.994152046783625e-05, 'epoch': 1.01}
{'loss': 0.4313, 'learning_rate': 8.991228070175439e-05, 'epoch': 1.01}
{'loss': 0.4997, 'learning_rate': 8.988304093567252e-05, 'epoch': 1.01}
{'loss': 0.4793, 'learning_rate': 8.985380116959064e-05, 'epoch': 1.01}
{'loss': 0.3739, 'learning_rate': 8.982456140350878e-05, 'epoch': 1.02}
{'loss': 0.4511, 'learning_rate': 8.979532163742691e-05, 'epoch': 1.02}
{'loss': 0.3622, 'learning_rate': 8.976608187134502e-05, 'epoch': 1.02}
{'loss': 0.5126, 'learning_rate': 8.973684210526316e-05, 'epoch': 1.03}
{'loss': 0.4583, 'learning_rate': 8.97076023391813e-05, 'epoch': 1.03}
{'loss': 0.4469, 'learning_rate': 8.967836257309942e-05, 'epoch': 1.03}
{'loss': 0.4171, 'learning_rate': 8.964912280701755e-05, 'epoch': 1.03}
{'loss': 0.4498, 'learning_rate': 8.961988304093569e-05, 'epoch': 1.04}
{'loss': 0.4281, 'learning_rate': 8.959064327485381e-05, 'epoch': 1.04}
{'loss': 0.4262, 'learning_rate': 8.956140350877193e-05, 'epoch': 1.04}
{'loss': 0.4398, 'learning_rate': 8.953216374269007e-05, 'epoch': 1.05}
{'loss': 0.4076, 'learning_rate': 8.95029239766082e-05, 'epoch': 1.05}
{'loss': 0.4445, 'learning_rate': 8.947368421052632e-05, 'epoch': 1.05}
{'loss': 0.447, 'learning_rate': 8.944444444444446e-05, 'epoch': 1.05}
{'loss': 0.4084, 'learning_rate': 8.941520467836258e-05, 'epoch': 1.06}
{'loss': 0.5125, 'learning_rate': 8.93859649122807e-05, 'epoch': 1.06}
{'loss': 0.4189, 'learning_rate': 8.935672514619884e-05, 'epoch': 1.06}
{'loss': 0.4712, 'learning_rate': 8.932748538011697e-05, 'epoch': 1.07}
{'loss': 0.4651, 'learning_rate': 8.929824561403509e-05, 'epoch': 1.07}
{'loss': 0.4412, 'learning_rate': 8.926900584795323e-05, 'epoch': 1.07}
{'loss': 0.4531, 'learning_rate': 8.923976608187135e-05, 'epoch': 1.08}
{'loss': 0.3531, 'learning_rate': 8.921052631578948e-05, 'epoch': 1.08}
{'loss': 0.4419, 'learning_rate': 8.918128654970761e-05, 'epoch': 1.08}
{'loss': 0.4485, 'learning_rate': 8.915204678362574e-05, 'epoch': 1.08}
{'loss': 0.431, 'learning_rate': 8.912280701754386e-05, 'epoch': 1.09}
{'loss': 0.4073, 'learning_rate': 8.9093567251462e-05, 'epoch': 1.09}
{'loss': 0.3833, 'learning_rate': 8.906432748538012e-05, 'epoch': 1.09}
{'loss': 0.3754, 'learning_rate': 8.903508771929825e-05, 'epoch': 1.1}
{'loss': 0.4347, 'learning_rate': 8.900584795321638e-05, 'epoch': 1.1}
{'loss': 0.4163, 'learning_rate': 8.897660818713451e-05, 'epoch': 1.1}
{'loss': 0.4425, 'learning_rate': 8.894736842105263e-05, 'epoch': 1.1}
{'loss': 0.4185, 'learning_rate': 8.891812865497077e-05, 'epoch': 1.11}
{'loss': 0.4692, 'learning_rate': 8.888888888888889e-05, 'epoch': 1.11}
{'loss': 0.3661, 'learning_rate': 8.885964912280702e-05, 'epoch': 1.11}
{'loss': 0.453, 'learning_rate': 8.883040935672515e-05, 'epoch': 1.12}
{'loss': 0.3965, 'learning_rate': 8.880116959064328e-05, 'epoch': 1.12}
{'loss': 0.4449, 'learning_rate': 8.87719298245614e-05, 'epoch': 1.12}
{'loss': 0.4204, 'learning_rate': 8.874269005847954e-05, 'epoch': 1.12}
{'loss': 0.4949, 'learning_rate': 8.871345029239766e-05, 'epoch': 1.13}
{'loss': 0.4221, 'learning_rate': 8.868421052631579e-05, 'epoch': 1.13}
{'loss': 0.3914, 'learning_rate': 8.865497076023393e-05, 'epoch': 1.13}
{'loss': 0.3963, 'learning_rate': 8.862573099415205e-05, 'epoch': 1.14}
{'loss': 0.4175, 'learning_rate': 8.859649122807017e-05, 'epoch': 1.14}
{'loss': 0.4091, 'learning_rate': 8.856725146198831e-05, 'epoch': 1.14}
{'loss': 0.4093, 'learning_rate': 8.853801169590645e-05, 'epoch': 1.15}
{'loss': 0.4332, 'learning_rate': 8.850877192982456e-05, 'epoch': 1.15}
{'loss': 0.4073, 'learning_rate': 8.84795321637427e-05, 'epoch': 1.15}
{'loss': 0.4494, 'learning_rate': 8.845029239766083e-05, 'epoch': 1.15}
{'loss': 0.4746, 'learning_rate': 8.842105263157894e-05, 'epoch': 1.16}
{'loss': 0.3572, 'learning_rate': 8.839181286549708e-05, 'epoch': 1.16}
{'loss': 0.4234, 'learning_rate': 8.836257309941522e-05, 'epoch': 1.16}
{'loss': 0.4431, 'learning_rate': 8.833333333333333e-05, 'epoch': 1.17}
{'loss': 0.4422, 'learning_rate': 8.830409356725147e-05, 'epoch': 1.17}
{'loss': 0.4259, 'learning_rate': 8.82748538011696e-05, 'epoch': 1.17}
{'loss': 0.3974, 'learning_rate': 8.824561403508772e-05, 'epoch': 1.17}
{'loss': 0.386, 'learning_rate': 8.821637426900585e-05, 'epoch': 1.18}
{'loss': 0.4512, 'learning_rate': 8.818713450292399e-05, 'epoch': 1.18}
{'loss': 0.37, 'learning_rate': 8.81578947368421e-05, 'epoch': 1.18}
{'loss': 0.4249, 'learning_rate': 8.812865497076024e-05, 'epoch': 1.19}
{'loss': 0.3897, 'learning_rate': 8.809941520467838e-05, 'epoch': 1.19}
{'loss': 0.482, 'learning_rate': 8.807017543859649e-05, 'epoch': 1.19}
{'loss': 0.4553, 'learning_rate': 8.804093567251462e-05, 'epoch': 1.2}
{'loss': 0.3992, 'learning_rate': 8.801169590643276e-05, 'epoch': 1.2}
{'loss': 0.4129, 'learning_rate': 8.798245614035087e-05, 'epoch': 1.2}
{'loss': 0.34, 'learning_rate': 8.795321637426901e-05, 'epoch': 1.2}
{'loss': 0.3678, 'learning_rate': 8.792397660818715e-05, 'epoch': 1.21}
{'loss': 0.422, 'learning_rate': 8.789473684210526e-05, 'epoch': 1.21}
{'loss': 0.4901, 'learning_rate': 8.78654970760234e-05, 'epoch': 1.21}
{'loss': 0.3804, 'learning_rate': 8.783625730994153e-05, 'epoch': 1.22}
{'loss': 0.3752, 'learning_rate': 8.780701754385964e-05, 'epoch': 1.22}
{'loss': 0.4758, 'learning_rate': 8.777777777777778e-05, 'epoch': 1.22}
{'loss': 0.442, 'learning_rate': 8.774853801169592e-05, 'epoch': 1.22}
{'loss': 0.4484, 'learning_rate': 8.771929824561403e-05, 'epoch': 1.23}
{'loss': 0.3919, 'learning_rate': 8.769005847953217e-05, 'epoch': 1.23}
{'loss': 0.4906, 'learning_rate': 8.76608187134503e-05, 'epoch': 1.23}
{'loss': 0.4836, 'learning_rate': 8.763157894736841e-05, 'epoch': 1.24}
{'loss': 0.394, 'learning_rate': 8.760233918128655e-05, 'epoch': 1.24}
{'loss': 0.3636, 'learning_rate': 8.757309941520469e-05, 'epoch': 1.24}
{'loss': 0.4432, 'learning_rate': 8.75438596491228e-05, 'epoch': 1.24}
{'loss': 0.4159, 'learning_rate': 8.751461988304094e-05, 'epoch': 1.25}
{'loss': 0.3568, 'learning_rate': 8.748538011695907e-05, 'epoch': 1.25}
{'loss': 0.3713, 'learning_rate': 8.74561403508772e-05, 'epoch': 1.25}
{'loss': 0.4404, 'learning_rate': 8.742690058479532e-05, 'epoch': 1.26}
{'loss': 0.4079, 'learning_rate': 8.739766081871346e-05, 'epoch': 1.26}
{'loss': 0.428, 'learning_rate': 8.736842105263158e-05, 'epoch': 1.26}
{'loss': 0.4731, 'learning_rate': 8.733918128654971e-05, 'epoch': 1.27}
{'loss': 0.4169, 'learning_rate': 8.730994152046785e-05, 'epoch': 1.27}
{'loss': 0.4041, 'learning_rate': 8.728070175438597e-05, 'epoch': 1.27}
{'loss': 0.3923, 'learning_rate': 8.72514619883041e-05, 'epoch': 1.27}
{'loss': 0.4348, 'learning_rate': 8.722222222222223e-05, 'epoch': 1.28}
{'loss': 0.5006, 'learning_rate': 8.719298245614036e-05, 'epoch': 1.28}
{'loss': 0.381, 'learning_rate': 8.716374269005848e-05, 'epoch': 1.28}
{'loss': 0.3883, 'learning_rate': 8.713450292397662e-05, 'epoch': 1.29}
{'loss': 0.4096, 'learning_rate': 8.710526315789474e-05, 'epoch': 1.29}
{'loss': 0.401, 'learning_rate': 8.707602339181286e-05, 'epoch': 1.29}
{'loss': 0.4099, 'learning_rate': 8.7046783625731e-05, 'epoch': 1.29}
{'loss': 0.4036, 'learning_rate': 8.701754385964913e-05, 'epoch': 1.3}
{'loss': 0.449, 'learning_rate': 8.698830409356725e-05, 'epoch': 1.3}
{'loss': 0.426, 'learning_rate': 8.695906432748539e-05, 'epoch': 1.3}
{'loss': 0.4318, 'learning_rate': 8.692982456140351e-05, 'epoch': 1.31}
{'loss': 0.367, 'learning_rate': 8.690058479532164e-05, 'epoch': 1.31}
{'loss': 0.3662, 'learning_rate': 8.687134502923977e-05, 'epoch': 1.31}
{'loss': 0.424, 'learning_rate': 8.68421052631579e-05, 'epoch': 1.31}
{'loss': 0.4415, 'learning_rate': 8.681286549707602e-05, 'epoch': 1.32}
{'loss': 0.4232, 'learning_rate': 8.678362573099416e-05, 'epoch': 1.32}
{'loss': 0.4076, 'learning_rate': 8.675438596491228e-05, 'epoch': 1.32}
{'loss': 0.4085, 'learning_rate': 8.67251461988304e-05, 'epoch': 1.33}
{'loss': 0.434, 'learning_rate': 8.669590643274854e-05, 'epoch': 1.33}
{'loss': 0.446, 'learning_rate': 8.666666666666667e-05, 'epoch': 1.33}
{'loss': 0.4937, 'learning_rate': 8.663742690058479e-05, 'epoch': 1.34}
{'loss': 0.448, 'learning_rate': 8.660818713450293e-05, 'epoch': 1.34}
{'loss': 0.4413, 'learning_rate': 8.657894736842105e-05, 'epoch': 1.34}
{'loss': 0.4313, 'learning_rate': 8.654970760233918e-05, 'epoch': 1.34}
{'loss': 0.378, 'learning_rate': 8.652046783625732e-05, 'epoch': 1.35}
{'loss': 0.4236, 'learning_rate': 8.649122807017544e-05, 'epoch': 1.35}
{'loss': 0.3921, 'learning_rate': 8.646198830409356e-05, 'epoch': 1.35}
{'loss': 0.4452, 'learning_rate': 8.64327485380117e-05, 'epoch': 1.36}
{'loss': 0.3725, 'learning_rate': 8.640350877192982e-05, 'epoch': 1.36}
{'loss': 0.3842, 'learning_rate': 8.637426900584795e-05, 'epoch': 1.36}
{'loss': 0.3871, 'learning_rate': 8.634502923976609e-05, 'epoch': 1.36}
{'loss': 0.5302, 'learning_rate': 8.631578947368421e-05, 'epoch': 1.37}
{'loss': 0.4988, 'learning_rate': 8.628654970760235e-05, 'epoch': 1.37}
{'loss': 0.4078, 'learning_rate': 8.625730994152047e-05, 'epoch': 1.37}
{'loss': 0.4496, 'learning_rate': 8.62280701754386e-05, 'epoch': 1.38}
{'loss': 0.3992, 'learning_rate': 8.619883040935673e-05, 'epoch': 1.38}
{'loss': 0.4626, 'learning_rate': 8.616959064327486e-05, 'epoch': 1.38}
{'loss': 0.3915, 'learning_rate': 8.6140350877193e-05, 'epoch': 1.38}
{'loss': 0.3873, 'learning_rate': 8.611111111111112e-05, 'epoch': 1.39}
{'loss': 0.3634, 'learning_rate': 8.608187134502924e-05, 'epoch': 1.39}
{'loss': 0.4314, 'learning_rate': 8.605263157894738e-05, 'epoch': 1.39}
{'loss': 0.4358, 'learning_rate': 8.60233918128655e-05, 'epoch': 1.4}
{'loss': 0.4505, 'learning_rate': 8.599415204678363e-05, 'epoch': 1.4}
{'loss': 0.414, 'learning_rate': 8.596491228070177e-05, 'epoch': 1.4}
{'loss': 0.4004, 'learning_rate': 8.593567251461989e-05, 'epoch': 1.41}
{'loss': 0.3803, 'learning_rate': 8.590643274853801e-05, 'epoch': 1.41}
{'loss': 0.4713, 'learning_rate': 8.587719298245615e-05, 'epoch': 1.41}
{'loss': 0.421, 'learning_rate': 8.584795321637428e-05, 'epoch': 1.41}
{'loss': 0.3912, 'learning_rate': 8.58187134502924e-05, 'epoch': 1.42}
{'loss': 0.438, 'learning_rate': 8.578947368421054e-05, 'epoch': 1.42}
{'loss': 0.4194, 'learning_rate': 8.576023391812866e-05, 'epoch': 1.42}
{'loss': 0.3955, 'learning_rate': 8.573099415204678e-05, 'epoch': 1.43}
{'loss': 0.3688, 'learning_rate': 8.570175438596492e-05, 'epoch': 1.43}
{'loss': 0.4107, 'learning_rate': 8.567251461988305e-05, 'epoch': 1.43}
{'loss': 0.441, 'learning_rate': 8.564327485380117e-05, 'epoch': 1.43}
{'loss': 0.4463, 'learning_rate': 8.561403508771931e-05, 'epoch': 1.44}
{'loss': 0.4257, 'learning_rate': 8.558479532163743e-05, 'epoch': 1.44}
{'loss': 0.411, 'learning_rate': 8.555555555555556e-05, 'epoch': 1.44}
{'loss': 0.3815, 'learning_rate': 8.552631578947369e-05, 'epoch': 1.45}
{'loss': 0.4123, 'learning_rate': 8.549707602339182e-05, 'epoch': 1.45}
{'loss': 0.4465, 'learning_rate': 8.546783625730994e-05, 'epoch': 1.45}
{'loss': 0.4218, 'learning_rate': 8.543859649122808e-05, 'epoch': 1.46}
{'loss': 0.4309, 'learning_rate': 8.54093567251462e-05, 'epoch': 1.46}
{'loss': 0.4313, 'learning_rate': 8.538011695906433e-05, 'epoch': 1.46}
{'loss': 0.4403, 'learning_rate': 8.535087719298246e-05, 'epoch': 1.46}
{'loss': 0.4371, 'learning_rate': 8.532163742690059e-05, 'epoch': 1.47}
{'loss': 0.4125, 'learning_rate': 8.529239766081871e-05, 'epoch': 1.47}
{'loss': 0.3766, 'learning_rate': 8.526315789473685e-05, 'epoch': 1.47}
{'loss': 0.384, 'learning_rate': 8.523391812865497e-05, 'epoch': 1.48}
{'loss': 0.4423, 'learning_rate': 8.52046783625731e-05, 'epoch': 1.48}
{'loss': 0.4286, 'learning_rate': 8.517543859649124e-05, 'epoch': 1.48}
{'loss': 0.3781, 'learning_rate': 8.514619883040936e-05, 'epoch': 1.48}
{'loss': 0.4148, 'learning_rate': 8.51169590643275e-05, 'epoch': 1.49}
{'loss': 0.3895, 'learning_rate': 8.508771929824562e-05, 'epoch': 1.49}
{'loss': 0.4163, 'learning_rate': 8.505847953216374e-05, 'epoch': 1.49}
{'loss': 0.4574, 'learning_rate': 8.502923976608188e-05, 'epoch': 1.5}
{'loss': 0.4733, 'learning_rate': 8.5e-05, 'epoch': 1.5}
{'loss': 0.4253, 'learning_rate': 8.497076023391813e-05, 'epoch': 1.5}
{'loss': 0.3925, 'learning_rate': 8.494152046783627e-05, 'epoch': 1.5}
{'loss': 0.3675, 'learning_rate': 8.491228070175439e-05, 'epoch': 1.51}
{'loss': 0.4268, 'learning_rate': 8.488304093567252e-05, 'epoch': 1.51}
{'loss': 0.4166, 'learning_rate': 8.485380116959065e-05, 'epoch': 1.51}
{'loss': 0.4211, 'learning_rate': 8.482456140350878e-05, 'epoch': 1.52}
{'loss': 0.4234, 'learning_rate': 8.47953216374269e-05, 'epoch': 1.52}
{'loss': 0.4299, 'learning_rate': 8.476608187134504e-05, 'epoch': 1.52}
{'loss': 0.3992, 'learning_rate': 8.473684210526316e-05, 'epoch': 1.53}
{'loss': 0.4002, 'learning_rate': 8.470760233918129e-05, 'epoch': 1.53}
{'loss': 0.4475, 'learning_rate': 8.467836257309942e-05, 'epoch': 1.53}
{'loss': 0.4016, 'learning_rate': 8.464912280701755e-05, 'epoch': 1.53}
{'loss': 0.4271, 'learning_rate': 8.461988304093567e-05, 'epoch': 1.54}
{'loss': 0.4503, 'learning_rate': 8.459064327485381e-05, 'epoch': 1.54}
{'loss': 0.3931, 'learning_rate': 8.456140350877193e-05, 'epoch': 1.54}
{'loss': 0.3962, 'learning_rate': 8.453216374269006e-05, 'epoch': 1.55}
{'loss': 0.3943, 'learning_rate': 8.45029239766082e-05, 'epoch': 1.55}
{'loss': 0.4238, 'learning_rate': 8.447368421052632e-05, 'epoch': 1.55}
{'loss': 0.4513, 'learning_rate': 8.444444444444444e-05, 'epoch': 1.55}
{'loss': 0.4006, 'learning_rate': 8.441520467836258e-05, 'epoch': 1.56}
{'loss': 0.4286, 'learning_rate': 8.43859649122807e-05, 'epoch': 1.56}
{'loss': 0.3829, 'learning_rate': 8.435672514619883e-05, 'epoch': 1.56}
{'loss': 0.4, 'learning_rate': 8.432748538011697e-05, 'epoch': 1.57}
{'loss': 0.379, 'learning_rate': 8.429824561403509e-05, 'epoch': 1.57}
{'loss': 0.417, 'learning_rate': 8.426900584795321e-05, 'epoch': 1.57}
{'loss': 0.4369, 'learning_rate': 8.423976608187135e-05, 'epoch': 1.57}
{'loss': 0.3972, 'learning_rate': 8.421052631578948e-05, 'epoch': 1.58}
{'loss': 0.3567, 'learning_rate': 8.41812865497076e-05, 'epoch': 1.58}
{'loss': 0.3988, 'learning_rate': 8.415204678362574e-05, 'epoch': 1.58}
{'loss': 0.3934, 'learning_rate': 8.412280701754386e-05, 'epoch': 1.59}
{'loss': 0.4067, 'learning_rate': 8.409356725146199e-05, 'epoch': 1.59}
{'loss': 0.441, 'learning_rate': 8.406432748538012e-05, 'epoch': 1.59}
{'loss': 0.3852, 'learning_rate': 8.403508771929825e-05, 'epoch': 1.6}
{'loss': 0.3892, 'learning_rate': 8.400584795321637e-05, 'epoch': 1.6}
{'loss': 0.4266, 'learning_rate': 8.397660818713451e-05, 'epoch': 1.6}
{'loss': 0.3714, 'learning_rate': 8.394736842105263e-05, 'epoch': 1.6}
{'loss': 0.3954, 'learning_rate': 8.391812865497076e-05, 'epoch': 1.61}
{'loss': 0.4061, 'learning_rate': 8.38888888888889e-05, 'epoch': 1.61}
{'loss': 0.4407, 'learning_rate': 8.385964912280703e-05, 'epoch': 1.61}
{'loss': 0.4448, 'learning_rate': 8.383040935672514e-05, 'epoch': 1.62}
{'loss': 0.3922, 'learning_rate': 8.380116959064328e-05, 'epoch': 1.62}
{'loss': 0.344, 'learning_rate': 8.377192982456142e-05, 'epoch': 1.62}
{'loss': 0.3759, 'learning_rate': 8.374269005847953e-05, 'epoch': 1.62}
{'loss': 0.4236, 'learning_rate': 8.371345029239766e-05, 'epoch': 1.63}
{'loss': 0.4649, 'learning_rate': 8.36842105263158e-05, 'epoch': 1.63}
{'loss': 0.4038, 'learning_rate': 8.365497076023393e-05, 'epoch': 1.63}
{'loss': 0.3179, 'learning_rate': 8.362573099415205e-05, 'epoch': 1.64}
{'loss': 0.4252, 'learning_rate': 8.359649122807019e-05, 'epoch': 1.64}
{'loss': 0.3877, 'learning_rate': 8.356725146198831e-05, 'epoch': 1.64}
{'loss': 0.4699, 'learning_rate': 8.353801169590644e-05, 'epoch': 1.64}
{'loss': 0.3888, 'learning_rate': 8.350877192982457e-05, 'epoch': 1.65}
{'loss': 0.4378, 'learning_rate': 8.34795321637427e-05, 'epoch': 1.65}
{'loss': 0.4763, 'learning_rate': 8.345029239766082e-05, 'epoch': 1.65}
{'loss': 0.4572, 'learning_rate': 8.342105263157896e-05, 'epoch': 1.66}
{'loss': 0.4341, 'learning_rate': 8.339181286549708e-05, 'epoch': 1.66}
{'loss': 0.433, 'learning_rate': 8.33625730994152e-05, 'epoch': 1.66}
{'loss': 0.4376, 'learning_rate': 8.333333333333334e-05, 'epoch': 1.67}
{'loss': 0.4558, 'learning_rate': 8.330409356725147e-05, 'epoch': 1.67}
{'loss': 0.3692, 'learning_rate': 8.327485380116959e-05, 'epoch': 1.67}
{'loss': 0.3697, 'learning_rate': 8.324561403508773e-05, 'epoch': 1.67}
{'loss': 0.3994, 'learning_rate': 8.321637426900585e-05, 'epoch': 1.68}
{'loss': 0.4565, 'learning_rate': 8.318713450292398e-05, 'epoch': 1.68}
{'loss': 0.4337, 'learning_rate': 8.315789473684212e-05, 'epoch': 1.68}
{'loss': 0.4353, 'learning_rate': 8.312865497076024e-05, 'epoch': 1.69}
{'loss': 0.3378, 'learning_rate': 8.309941520467836e-05, 'epoch': 1.69}
{'loss': 0.4522, 'learning_rate': 8.30701754385965e-05, 'epoch': 1.69}
{'loss': 0.4176, 'learning_rate': 8.304093567251462e-05, 'epoch': 1.69}
{'loss': 0.3371, 'learning_rate': 8.301169590643275e-05, 'epoch': 1.7}
{'loss': 0.3818, 'learning_rate': 8.298245614035089e-05, 'epoch': 1.7}
{'loss': 0.4517, 'learning_rate': 8.295321637426901e-05, 'epoch': 1.7}
{'loss': 0.3324, 'learning_rate': 8.292397660818713e-05, 'epoch': 1.71}
{'loss': 0.4111, 'learning_rate': 8.289473684210527e-05, 'epoch': 1.71}
{'loss': 0.4856, 'learning_rate': 8.28654970760234e-05, 'epoch': 1.71}
{'loss': 0.3746, 'learning_rate': 8.283625730994152e-05, 'epoch': 1.72}
{'loss': 0.4476, 'learning_rate': 8.280701754385966e-05, 'epoch': 1.72}
{'loss': 0.472, 'learning_rate': 8.277777777777778e-05, 'epoch': 1.72}
{'loss': 0.3807, 'learning_rate': 8.27485380116959e-05, 'epoch': 1.72}
{'loss': 0.3921, 'learning_rate': 8.271929824561404e-05, 'epoch': 1.73}
{'loss': 0.4386, 'learning_rate': 8.269005847953217e-05, 'epoch': 1.73}
{'loss': 0.4803, 'learning_rate': 8.266081871345029e-05, 'epoch': 1.73}
{'loss': 0.3837, 'learning_rate': 8.263157894736843e-05, 'epoch': 1.74}
{'loss': 0.3823, 'learning_rate': 8.260233918128655e-05, 'epoch': 1.74}
{'loss': 0.4117, 'learning_rate': 8.257309941520468e-05, 'epoch': 1.74}
{'loss': 0.4338, 'learning_rate': 8.254385964912281e-05, 'epoch': 1.74}
{'loss': 0.3628, 'learning_rate': 8.251461988304095e-05, 'epoch': 1.75}
{'loss': 0.4259, 'learning_rate': 8.248538011695906e-05, 'epoch': 1.75}
{'loss': 0.4055, 'learning_rate': 8.24561403508772e-05, 'epoch': 1.75}
{'loss': 0.4147, 'learning_rate': 8.242690058479534e-05, 'epoch': 1.76}
{'loss': 0.42, 'learning_rate': 8.239766081871345e-05, 'epoch': 1.76}
{'loss': 0.4274, 'learning_rate': 8.236842105263158e-05, 'epoch': 1.76}
{'loss': 0.4526, 'learning_rate': 8.233918128654972e-05, 'epoch': 1.76}
{'loss': 0.3859, 'learning_rate': 8.230994152046783e-05, 'epoch': 1.77}
{'loss': 0.4478, 'learning_rate': 8.228070175438597e-05, 'epoch': 1.77}
{'loss': 0.4149, 'learning_rate': 8.225146198830411e-05, 'epoch': 1.77}
{'loss': 0.3411, 'learning_rate': 8.222222222222222e-05, 'epoch': 1.78}
{'loss': 0.3879, 'learning_rate': 8.219298245614036e-05, 'epoch': 1.78}
{'loss': 0.3577, 'learning_rate': 8.216374269005849e-05, 'epoch': 1.78}
{'loss': 0.4084, 'learning_rate': 8.21345029239766e-05, 'epoch': 1.79}
{'loss': 0.3944, 'learning_rate': 8.210526315789474e-05, 'epoch': 1.79}
{'loss': 0.4125, 'learning_rate': 8.207602339181288e-05, 'epoch': 1.79}
{'loss': 0.3636, 'learning_rate': 8.204678362573099e-05, 'epoch': 1.79}
{'loss': 0.4168, 'learning_rate': 8.201754385964913e-05, 'epoch': 1.8}
{'loss': 0.3472, 'learning_rate': 8.198830409356726e-05, 'epoch': 1.8}
{'loss': 0.3956, 'learning_rate': 8.195906432748537e-05, 'epoch': 1.8}
{'loss': 0.3977, 'learning_rate': 8.192982456140351e-05, 'epoch': 1.81}
{'loss': 0.4315, 'learning_rate': 8.190058479532165e-05, 'epoch': 1.81}
{'loss': 0.4332, 'learning_rate': 8.187134502923976e-05, 'epoch': 1.81}
{'loss': 0.3578, 'learning_rate': 8.18421052631579e-05, 'epoch': 1.81}
{'loss': 0.3976, 'learning_rate': 8.181286549707604e-05, 'epoch': 1.82}
{'loss': 0.3976, 'learning_rate': 8.178362573099415e-05, 'epoch': 1.82}
{'loss': 0.4407, 'learning_rate': 8.175438596491228e-05, 'epoch': 1.82}
{'loss': 0.4135, 'learning_rate': 8.172514619883042e-05, 'epoch': 1.83}
{'loss': 0.3865, 'learning_rate': 8.169590643274853e-05, 'epoch': 1.83}
{'loss': 0.3709, 'learning_rate': 8.166666666666667e-05, 'epoch': 1.83}
{'loss': 0.4143, 'learning_rate': 8.16374269005848e-05, 'epoch': 1.83}
{'loss': 0.4138, 'learning_rate': 8.160818713450292e-05, 'epoch': 1.84}
{'loss': 0.395, 'learning_rate': 8.157894736842105e-05, 'epoch': 1.84}
{'loss': 0.3797, 'learning_rate': 8.154970760233919e-05, 'epoch': 1.84}
{'loss': 0.3359, 'learning_rate': 8.152046783625732e-05, 'epoch': 1.85}
{'loss': 0.444, 'learning_rate': 8.149122807017544e-05, 'epoch': 1.85}
{'loss': 0.426, 'learning_rate': 8.146198830409358e-05, 'epoch': 1.85}
{'loss': 0.4454, 'learning_rate': 8.14327485380117e-05, 'epoch': 1.86}
{'loss': 0.3639, 'learning_rate': 8.140350877192983e-05, 'epoch': 1.86}
{'loss': 0.3845, 'learning_rate': 8.137426900584796e-05, 'epoch': 1.86}
{'loss': 0.4301, 'learning_rate': 8.134502923976609e-05, 'epoch': 1.86}
{'loss': 0.377, 'learning_rate': 8.131578947368421e-05, 'epoch': 1.87}
{'loss': 0.4132, 'learning_rate': 8.128654970760235e-05, 'epoch': 1.87}
{'loss': 0.3978, 'learning_rate': 8.125730994152047e-05, 'epoch': 1.87}
{'loss': 0.4394, 'learning_rate': 8.12280701754386e-05, 'epoch': 1.88}
{'loss': 0.4175, 'learning_rate': 8.119883040935673e-05, 'epoch': 1.88}
{'loss': 0.3882, 'learning_rate': 8.116959064327486e-05, 'epoch': 1.88}
{'loss': 0.3747, 'learning_rate': 8.114035087719298e-05, 'epoch': 1.88}
{'loss': 0.3715, 'learning_rate': 8.111111111111112e-05, 'epoch': 1.89}
{'loss': 0.4232, 'learning_rate': 8.108187134502924e-05, 'epoch': 1.89}
{'loss': 0.3836, 'learning_rate': 8.105263157894737e-05, 'epoch': 1.89}
{'loss': 0.4261, 'learning_rate': 8.10233918128655e-05, 'epoch': 1.9}
{'loss': 0.3726, 'learning_rate': 8.099415204678363e-05, 'epoch': 1.9}
